Key,Source,Context,Changes,English,French,German,Klingon,Spanish
quest_BasicSurvival5_description_button_console,,Quest Info,KeyCon KgNone,"Now that you have a melee weapon, you could use a ranged weapon. Gather wood, stone, plant fibers and feathers found in bird nests on the ground. \n\nOnce you have the ingredients, access the Basics category of the Crafting window. Select {0} and Craft {1} a Wooden Bow and Arrows.","Maintenant que vous disposez d'une arme de mêlée, une arme de jet pourrait s'avérer utile. Collectez du bois, de la pierre, des fibres végétales et des plumes trouvées dans les nids d'oiseau au sol. \n\nUne fois les composants acquis, accédez à la catégorie de base de la fenêtre de fabrication. Sélectionnez {0} et fabriquez {1} un arc en bois et des flèches.","Jetzt da du eine Nahkampfwaffe hast, kannst du auch eine Fernkampfwaffe gebrauchen. Sammle Holz, Steine, Pflanzenfasern und Federn aus Vogelnestern auf dem Boden. \n\nWenn du die Zutaten hast, wähle die Kategorie „Grundlagen“ im Fertigungs-Fenster. Wähle {0} einen Holzbogen und dann Pfeile aus und fertige {1} beides.",,"Ahora que tienes un arma cuerpo a cuerpo, no estaría mal un arma a distancia. Reúne madera, piedra, fibra vegetal y plumas que puedes encontrar por el suelo, en nidos de pájaros. \n\nUna vez que tengas los ingredientes, accede a la categoría Básico de la ventana de Fabricación. Selecciona {0} y fabrica {1} un arco de madera y flechas."
quest_BasicSurvival6_description_console,,Quest Info,KeyCon KgNone,Gather wood and Craft Wooden Frames from the Basics category of the Crafting window. \n\nPlace Wooden Frames in the world by equipping them and using the secondary action. Upgrade them with a Stone Axe using the secondary action while you have extra wood in your Inventory.,"Collectez du bois et fabriquez des structures en bois dans la catégorie de base de la fenêtre de fabrication. \n\nÉquipez les structures en bois, puis placez-les à l'aide de l'action secondaire. Grâce au bois supplémentaire dans votre inventaire, vous pouvez les améliorer avec une hache de pierre, à l'aide de l'action secondaire.","Sammle Holz und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster Holzrahmen. \n\nPlatziere Holzrahmen in der Welt, indem du sie ausrüstest und die sekundäre Aktion verwendest. Werte sie mit einer Steinaxt und der sekundären Aktion auf, während du über zusätzliches Holz im Inventar verfügst.",,Reúne madera y fabrica estructuras de madera desde la categoría Básico de la ventana de Fabricación. \n\nEquipa las estructuras de madera y usa el botón de acción secundaria para colocarlas en el mundo. Mejóralas usando la acción secundaria con un hacha de piedra si tienes madera extra en tu inventario.
quest_BasicSurvival6_description_button_console,,Quest Info,KeyCon KgNone,"Gather wood and Craft {0} Wooden Frames from the Basics category of the Crafting window. \n\nFrom your Inventory, Select {1} and Equip {2} the Wooden Frames. Place Wooden Frames in the world with {3}. With extra wood in your inventory you can use {4} with a Stone Axe to upgrade the Wooden Frames.","Collectez du bois et fabriquez {0} des structures en bois dans la catégorie de base de la fenêtre de fabrication. \n\nDans votre inventaire, sélectionnez {1} et équipez {2} les structures en bois. Placez les structures en bois avec {3}. Grâce au bois supplémentaire dans votre inventaire, utilisez {4} avec la hache de pierre pour améliorer les structures en bois.","Sammle Holz und fertige {0} über die Kategorie „Grundlagen“ im Fertigungs-Fenster Holzrahmen. \n\nWähle {1} in deinem Inventar die Holzrahmen aus und rüste {2} sie aus. Platziere mit {3} Holzrahmen in der Welt. Verfügst du über zusätzliches Holz im Inventar, kannst du Holzrahmen mit einer Steinaxt und {4} aufwerten.",,"Reúne madera y fabrica {0} estructuras de madera desde la categoría Básico de la ventana de Fabricación. \n\n Desde tu Inventario, selecciona {1} y equipa {2} las estructuras de madera. Coloca estructuras de madera en el mundo con {3}. Puedes usar {4} la madera extra de tu inventario para mejorar las estructuras de madera con un Hacha de piedra."
quest_BasicSurvival7_description_console,,Quest Info,KeyCon KgNone,"Gather plant fibers and Craft a Bedroll from the Basics category of the Crafting window. \n\nPlace the Bedroll in the world by equipping it and using the secondary action. Once placed a Bed Icon will appear on your Compass, and in your Map menu. This will lead you back to your home and will act as a respawn point if you die.","Collectez des fibres végétales et fabriquez un sac de couchage dans la catégorie de base de la fenêtre de fabrication. \n\nÉquipez le sac de couchage, puis placez-le à l'aide de l'action secondaire. Une fois placé, une icône de lit s'affichera sur votre boussole et dans le menu de la carte. Cette icône vous aidera à retrouver votre foyer et servira de point de réapparition si vous veniez à mourir.","Sammle Pflanzenfasern und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster einen Schlafsack. \n\nPlatziere den Schlafsack in der Welt, indem du ihn ausrüstest und die sekundäre Aktion verwendest. Wenn er platziert ist, erscheint ein Bett-Symbol auf deinem Kompass und in deinem Karten-Menü. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst.",,"Reúne fibra vegetal y fabrica un saco de dormir desde la categoría Básico de la ventana de Fabricación. \n\nPara poner el saco de dormir en el mundo, equípalo y usa la acción secundaria. Una vez puesto, verás un icono de una cama en la brújula y en el mapa. Esto te guiará de nuevo a tu casa y será un punto de reaparición si mueres."
quest_BasicSurvival7_description_button_console,,Quest Info,KeyCon KgNone,"Gather plant fibers and Craft {0} a Bedroll from the Basics category of the Crafting window. Select {1} and Equip {2} the Bedroll. \n\nPlace the Bedroll in the world with {3}. Once placed a Bed Icon will appear on your Compass, and in your Map menu. This will lead you back to your home and will act as a respawn point if you die.","Collectez des fibres végétales et fabriquez {0} un sac de couchage dans la catégorie de base de la fenêtre de fabrication. Sélectionnez {1} et équipez {2} le sac de couchage. \n\nPlacez le sac de couchage avec {3}. Une fois placé, une icône de lit s'affichera sur votre boussole et dans le menu de la carte. Cette icône vous aidera à retrouver votre foyer et servira de point de réapparition si vous veniez à mourir.","Sammle Pflanzenfasern und fertige {0} über die Kategorie „Grundlagen“ im Fertigungs-Fenster einen Schlafsack. Wähle {1} den Schlafsack aus und rüste {2} ihn aus. \n\nPlatziere den Schlafsack mit {3} in der Welt. Wenn er platziert ist, erscheint ein Bett-Symbol auf deinem Kompass und in deinem Karten-Menü. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst.",,"Reúne fibra vegetal y fabrica {0} un saco de dormir desde la categoría Básico de la ventana de Fabricación. Selecciona {1} y equipa {2} el saco de dormir. \n\nColoca el saco de dormir en el mundo con {3}. Una vez puesto, verás un icono de una cama en la brújula y en el mapa. Esto te guiará de nuevo a tu casa y será un punto de reaparición si mueres."
quest_BasicSurvival8_description_console,,Quest Info,KeyCon KgNone,Gather small stones and Craft a Campfire from the Basics category of the Crafting window. Equip the Campfire and place it in the world using the secondary action. \n\nOnce placed you can use the campfire to warm yourself or cook.,"Collectez de petites pierres et fabriquez un feu de camp dans la catégorie de base de la fenêtre de fabrication. Équipez le feu de camp, puis placez-le à l'aide de l'action secondaire. \n\nUne fois placé, vous pouvez l'utiliser pour vous réchauffer ou cuisiner.","Sammle kleine Steine und fertige über die Kategorie „Grundlagen“ im Fertigungs-Fenster ein Lagerfeuer. Rüste das Lagerfeuer aus und platziere es mit der sekundären Aktion in der Welt. \n\nWenn es platziert ist, kannst du das Lagerfeuer verwenden, um dich warm zu halten oder um zu kochen.",,"Reúne piedras pequeñas y fabrica una fogata desde la categoría Básico de la ventana de Fabricación. Para poner la fogata en el mundo, equípala y usa la acción secundaria. \n\nUna vez puesta, podrás usar la fogata para cocinar o para entrar en calor."
quest_BasicSurvival8_description_button_console,,Quest Info,KeyCon KgNone,"Gather small stones and Craft {0} a Campfire from the Basics category of the Crafting window. Select {1} and Equip {2} the Campfire, then place it in the world with {3}. \n\nOnce placed you can use the campfire to warm yourself or cook.","Collectez de petites pierres et fabriquez {0} un feu de camp dans la catégorie de base de la fenêtre de fabrication. Sélectionnez {1} et équipez {2} le feu de camp, puis placez-le avec {3}. \n\nUne fois placé, vous pouvez l'utiliser pour vous réchauffer ou cuisiner.","Sammle kleine Steine und fertige {0} über die Kategorie „Grundlagen“ im Fertigungs-Fenster ein Lagerfeuer. Wähle {1} das Lagerfeuer aus und rüste {2} es aus, dann platziere es mit {3} in der Welt. \n\nWenn es platziert ist, kannst du das Lagerfeuer verwenden, um dich warm zu halten oder um zu kochen.",,"Reúne piedras pequeñas y fabrica {0} una fogata desde la categoría Básico de la ventana de Fabricación. Selecciona {1} y equipa {2} la fogata, y usa {3} para ponerla en el mundo. \n\nUna vez puesta, podrás usar la fogata para cocinar o para entrar en calor."
challenge_Profession,,,,Profession Quest,,,,
challenge_all_offer,,,,"Your profession could mean the difference between life and death so it’s important you know what your capable of. If you can complete these quests you will receive 5 skill points. Let’s get started.",,,,
challenge_Doctor_subtitle,,,,"Doctors Quest-Doctor Shots",,,,
challenge_Doctor_description,,,,"Doctor Shots can be fired with the Wooden Bow, Crossbow and Hunting Rifle. The beneficial shots can be used in your hand and self injected. Craft some and try them out.",,,,
challenge_Doctor2_offer,,,,"As a Doctor you know how to craft many helpful pills that can cure many things but some of the ingredients are very hard to come by. Try making one of each of these. It may take some time.",,,,
challenge_Doctor2_subtitle,,,,"Doctors Quest-Pills",,,,
challenge_Doctor3_offer,,,,"Sometimes pills just wont do it and bandages must be used. Try crafting these they are sure to come in handy.",,,,
challenge_Doctor3_subtitle,,,,"Doctors Quest-Bandages",,,,
challenge_Doctor4_offer,,,,"With so much knowledge it be a shame to keep it to yourself. Craft a Skill book to teach a frened how to make Antibiotics",,,,
challenge_Doctor4_subtitle,,,,"Doctors Quest-Sharing Knowledge",,,,
challenge_Carpenter_subtitle,,,,"Carpenters Quest-Wooden Frames",,,,
challenge_Carpenter_offer,,,,"As a Carpenter you will often have to build your way out of trouble. You might as well be ready for it so craft some frames to have on hand.",,,,
challenge_Carpenter2_offer,,,,"You can build more than just cubes try crafting the other wooden frame shapes.",,,,
challenge_Carpenter2_subtitle,,,,"Carpenters Quest-Frame Shapes",,,,
challenge_Carpenter3_offer,,,,"If your going to finish building frames you will need a Claw Hammer to upgrade the frames to blocks. Try making one.",,,,
challenge_Carpenter3_subtitle,,,,"Carpenters Quest-Claw Hammer",,,,
challenge_Carpenter4_offer,,,,"As a Carpenter you will need to do your part to insure global warming. Chop down some trees and cut yourself up some planks for crafting.",,,,
challenge_Carpenter4_subtitle,,,,"Carpenters Quest-Planks",,,,
challenge_Farmer_offer,,,,"Farming is lonely hard work with your hands. Thats why every Farmer needs a Hoe. Craft one up to till the ground and plant seeds’s.",,,,
challenge_Farmer_subtitle,,,,"Farmers Quest-Stone Hoe",,,,
challenge_Farmer2_offer,,,,"Crafting seeds requiers just the right conditions. Craft a Seed Nursery so your seedlings will be safe from the elements.",,,,
challenge_Farmer2_subtitle,,,,"Farmers Quest-Seed Nursery",,,,
challenge_Farmer3_offer,,,,"It's a smelly job but someone has to do it. Crafting and using Fertilizer will increase your crop harvest amount.",,,,
challenge_Frmer3_subtitle,,,,"Farmers Quest-Fertilizer",,,,
challenge_Farmer4_offer,,,,"Man can not live on bread alone so get to crafting those seeds",,,,
challenge_Farmer4_subtitle,,,,"Farmers Quest-Doctor Green Thumb",,,,
challenge_Cop_subtitle,,,,"Cops Quest-Gun Oil",,,,
challenge_Cop_offer,,,,"Being a under paid Cop turned out pretty usefull. The guys used to laugh at your home made Gun Oil. They are not around to laugh at it anymore. Craft up some Gun Oil. You will need them to make Weapond Repair Kits.",,,,
challenge_Cop2_subtitle,,,,"Cops Quest-Weapon Repair Kit",,,,
challenge_Cop2_offer,,,,"Use your Gun Oil to craft some Weapon Repair Kits",,,,
challenge_Cop3_subtitle,,,,"Cops Quest-NightStick",,,,
challenge_Cop3_offer,,,,"Sometimes a gun makes to much noise. Try crafting a Nightstick. If you hit them in the legs this will break them and slow them down.",,,,
challenge_Soldier_offer,,,,"How far will you go not to starve? Your about to find out. Dig up some dirt and craft some Grubs. Can you say dinner?",,,,
challenge_Soldier_subtitle,,,,"Soldiers Quest-Grubs",,,,
challenge_Soldier2_offer,,,,"Untill you can find something better craft a blunderbuss and some ammo. You will have to stick it on their mouth for it to work but it should do the job. After you have it crafted go practice on an infected",,,,
challenge_Soldier2_subtitle,,,,"Soldiers Quest-Blunderbuss",,,,
challenge_Soldier3_offer,,,,"Its good you were stationed with No Thumbs Jimmy. Lets see if you can rememver what he taught you. Just try and keep your thumbs.",,,,
challenge_Soldier3_subtitle,,,,"Soldiers Quest-Bombs",,,,
challenge_Soldier4_offer,,,,"Once you find a weapon you'er going to need to repair it. You should be ready. Get some Weapon Repair Kits ready for your next gun.",,,,
challenge_Soldier4_subtitle,,,,"Soldiers Quest-Weapon Repair Kit",,,,
challenge_Fisherman_offer,,,,"Since the dead rose hunting animals has gotten pretty hard. But lucky for you Zombies dont like Sushi. Insuer you dont go hungry craft a Simple Fishing Pole.",,,,
challenge_Fisherman_subtitle,,,,"Fishermans Quest-Simple Fishing Pole",,,,
challenge_Fisherman2_offer,,,,"Different fish like different bait. Craft each type of fishing lure to see the difference.",,,,
challenge_Fisherman2_subtitle,,,,"Fishermans Quest-Fishing Lures",,,,
challenge_Fisherman3_offer,,,,"To catch a strong fish you need a strong pole. Craft a Deepwater Fishingpole because size matters.",,,,
challenge_Fisherman3_subtitle,,,,"Fishermans Quest-Deepwater Fishing Pole",,,,
challenge_Fisherman4_offer,,,,"The deeper the water the biger the fish. Build a Barge to make a great fishing spot.",,,,
challenge_Fisherman4_subtitle,,,,"Fishermans Quest-Barge",,,,
challenge_Chef_offer,,,,"Get ready for a long day of zombie killing by cooking up some breakfast.",,,,
challenge_Chef_subtitle,,,,"Chefs Quest-Breakfast",,,,
challenge_Chef2_offer,,,,"Just because the worl ended doesnt mean you have to leave on out dated beans. Live a little find a stove and bake up some tasty foods.",,,,
challenge_Chef2_subtitle,,,,"Chefs Quest-Desert",,,,
challenge_Chef3_offer,,,,"Afer a long day of surviving these nothing like a good dinner. Cook up these harty foods for a good meal.",,,,
challenge_Chef3_subtitle,,,,"Chefs Quest-Dinner",,,,
challenge_Chef4_offer,,,,"Some foods are good and some are real special. Cook up these healthy meals that are sure to get your wellness up.",,,,
challenge_Chef4_subtitle,,,,"Chefs Quest-The Main Course",,,,
challenge_Chef5_offer,,,,"A cook is only as good as his ingredients and as sharp as his knife. Keep your edge by crafting some Sharpening Stone for your Blades.",,,,
challenge_Chef5_subtitle,,,,"Chefs Quest-Sharpening Stone",,,,
challenge_Fitness_offer,,,,"With all these infections and viruses going around you know the value of a good source of antioxidants. Brew up some health teas to keep you going.",,,,
challenge_Fitness_subtitle,,,,"Fitness Instructors Quest-Tea",,,,
challenge_Fitness2_offer,,,,"Coffees is for chumps, you've developed a taste for something with more of a kick. Craft up some energizing Red Bull.",,,,
challenge_Fitness2_subtitle,,,,"Fitness Instructors Quest-Red Bull",,,,
challenge_Fitness3_offer,,,,"All those stops for a protine smothies have taught you how to mix healthy juices to make a super healthy wellness juice.",,,,
challenge_Fitness3_subtitle,,,,"Fitness Instructors Quest-Wellness Juice",,,,
challenge_Fireman_offer,,,,"You have had your share of burns and learned along the way to make a good salve. Craft up some Aloe Cream to keep for emergencies",,,,
challenge_Fireman_subtitle,,,,"Firemans Quest-Aloe Cream",,,,
challenge_Fireman2_offer,,,,"Youve gotten pretty good at swinging an axe and your not to bad at building one either. Sharpen your skills by crafting a Iron Axe.",,,,
challenge_Fireman2_subtitle,,,,"Firemans Quest-Iron Axe",,,,
challenge_Fireman3_offer,,,,"Iron might cut it for some but steel never fails. Craft a strong steel axe.",,,,
challenge_Fireman3_subtitle,,,,"Firemans Quest-Steel Axe",,,,
challenge_Construction_offer,,,,"You wont get much built without any tools. Craft a wrench so you can get started.",,,,
challenge_Construction_subtitle,,,,"Construction Workers Quest-Wrench",,,,
challenge_Construction2_offer,,,,"Some times the only way out of a situation is up. Build some Scrap Iron Frames to have on hand incase you need to make a quick exit.",,,,
challenge_Construction2_subtitle,,,,"Construction Workers Quest-Scrap Frame",,,,
challenge_Construction3_offer,,,,"You used to construct building of every shape and size. See if you still got it by crafting all the Scrap Iron Frame shapes.",,,,
challenge_Construction3_subtitle,,,,"Construction Workers Quest-Scrap Shapes",,,,
challenge_Electrician_offer,,,,"Well your not going to unscrew that screw with a rock so get to crafting your self a new screwdrive.",,,,
challenge_Electrician_subtitle,,,,"Electricians Quest-Screwdriver",,,,
challenge_Electrician2_offer,,,,"First things first. Your going to need some power. Craft a Diesel Generator to power your base.",,,,
challenge_Electrician2_subtitle,,,,"Electricians Quest-Diesel Generator",,,,
challenge_Electrician3_offer,,,,"Sticks and rocks might get the job done for some but your going to need electical components if your want to get things done. Craft some up so you will have them when you need them.",,,,
challenge_Electrician3_subtitle,,,,"Electricians Quest-Electrical Components",,,,
challenge_Electrician4_offer,,,,"You might not be to good with a gun but you can sure shock the shit out of them. Craft a Shock Stick for protection.",,,,
challenge_Electrician4_subtitle,,,,"Electricians Quest-Shock Stick",,,,
challenge_Metal_offer,,,,"If you are going to work with metal your going to need a forge. Craft one so you can start smelting.",,,,
challenge_Metal_subtitle,,,,"Metal Workers Quest-Forge",,,,
challenge_Metal2_offer,,,,"Some times the only way out of a situation is up. Build some Scrap Iron Frames to have on hand incase you need to make a quick exit.",,,,
challenge_Metal2_subtitle,,,,"Metal Workers Quest-Rebar Frame",,,,
challenge_Metal3_offer,,,,"You used to construct building of every shape and size. See if you still got it by crafting all the Rebar Frame shapes.",,,,
challenge_Metal3_subtitle,,,,"Metal Workers Quest-Rebar Shapes",,,,
challenge_Burglar_offer,,,,"You might not of finished high school but you learned how to craft a decent knife on D Block. Craft a Steak Knife in memory of you dead hommies.",,,,
challenge_Burglar_subtitle,,,,"Burglars Quest-Steak Knife",,,,
challenge_Burglar2_offer,,,,"Who needs to make all that noise breaking into a safe. You dont if you can craft some Lock Picks for your Lock Pick Gun.",,,,
challenge_Burglar2_subtitle,,,,"Burglars Quest-Lock Picks",,,,
challenge_Burglar3_offer,,,,"Just like riding a bike somethings you dont forget. Show these Dead Heads how D Block rolls. Shank dem fools!",,,,
challenge_Burglar3_subtitle,,,,"Burglars Quest-Stick it in'em",,,,
challenge_Ranger_offer,,,,"Sometimes a fire can bring to much atention. But with your brains thats no problem. Craft up some Purification Tablets so you can purify some water.",,,,
challenge_Ranger_subtitle,,,,"Park Rangers Quest-Purify Water",,,,
challenge_Ranger2_offer,,,,"Not very complex but a sharp stick in the eye will take care of most zombies. Craft a Wooden Spear and throwable javelin.",,,,
challenge_Ranger2_subtitle,,,,"Park Rangers Quest-Wood Spear",,,,
challenge_Ranger3_offer,,,,"They might not kill the zombies but they sure slow them down Craft some wooden spikes to help keep you safe. You will need to finish upgrading them with a tool and sticks once placed.",,,,
challenge_Ranger3_subtitle,,,,"Park Rangers Quest-Wooden Spikes",,,,
challenge_Ranger4_offer,,,,"Some times sharpe sticks dont cut it. Craft a bear trap to catch bigger game.",,,,
challenge_Ranger4_subtitle,,,,"Park Rangers Quest-Bear Trap",,,,
challenge_Ranger5_offer,,,,"You picked up a few things from a botanist that used to run experiments in the park. See if you can still craft that herbal Antibiotics it might come in handy.",,,,
challenge_Ranger5_subtitle,,,,"Park Rangers Quest-Herbal Antibiotics",,,,
challenge_Mechanic_offer,,,,"You wont get much built without any tools. Craft a wrench so you can get started.",,,,
challenge_Mechanic_subtitle,,,,"Mechanics Quest-Wrench",,,,
challenge_Mechanic2_offer,,,,"Unlike Macgyver you cant fix everything with bubblegum. Craft up some Mechanical Parts so you will have them when you need them.",,,,
challenge_Mechanic2_subtitle,,,,"Mechanics Quest-Mechanical Parts",,,,
challenge_Mechanic3_offer,,,,"Lets see those zombies bite this. Build a Chainsaw.",,,,
challenge_Mechanic3_subtitle,,,,"Mechanics Quest-Chainsaw",,,,
challenge_Mechanic4_offer,,,,"Work smarter not harder. Build an Auger.",,,,
challenge_Mechanic4_subtitle,,,,"Mechanics Quest-Auger",,,,
challenge_Scientist_offer,,,,"Sometimes a fire can bring to much atention. But with your brains thats no problem. Craft up some Purification Tablets so you can purify some water.",,,,
challenge_Scientist_subtitle,,,,"Scientists Quest-Purify Water",,,,
challenge_Scientist2_offer,,,,"Coffees is for chumps, you've developed a taste for something with more of a kick. Craft up some energizing Red Bull.",,,,
challenge_Scientist2_subtitle,,,,"Scientists Quest-Red Bull",,,,
challenge_Scientist3_offer,,,,"If a Carpenter needs planks then a Chemist needs Chemicals. Craft up some Mixed Chemical.",,,,
challenge_Scientist3_subtitle,,,,"Scientists Quest-Mixed Chemicals",,,,
challenge_Scientist4_offer,,,,"Build up your supply of Gun Powder. You'll need it.",,,,
challenge_Scientist4_subtitle,,,,"Scientists Quest-Gun Powder",,,,
challenge_Scientist5_offer,,,,"The world might of ended but the need for Chemist didnt. Craft up these chemical.",,,,
challenge_Scientist5_subtitle,,,,"Scientists Quest-Refining",,,,
wireToolTip,,Popup Tip,,"Use a wiring tool to connect electrical components. The first component you attach the wire to will be the parent component. Focus on any electrical component and use the secondary action to add a wire to that component and once again to complete the connection to a second component. Focus on any electrical component and use the primary action to remove or cut that components wire to its parent component. With the wire tool equipped you can see many useful things including: a components power usage and current power status, the flow of power represented on the wires by moving pulse from parent component to its child component and the aiming and view cone angle of objects with motion sensing capabilities.",,,,
wireToolTip_title,,Popup Tip,,Wire Tool,,,,
generatorBankTip,,Popup Tip,,"The Generator Bank allows you to power your electrical components. It requires at least one small engine, expandable up to six. The maximum energy output is determined by the number of small engines installed and their quality. The generator bank uses gas for fuel which can be found in loot and purchased at traders or crafted at chemical stations and campfires. Requires a wire tool to add and cut wires between electrical components.",,,,
generatorBankTip_title,,Popup Tip,,Generator Bank,,,,
solarBankTip,,Popup Tip,,"The Solar Bank allows you to power your electrical components. It requires at least one solar cell, expandable up to six. The maximum energy output is determined by the number of solar cells installed and their quality. Solar banks produce power during the day when in direct sunlight. Solar cells can be purchased from traders or found in loot. Requires a wire tool to add and cut wires between electrical components.",,,,
solarBankTip_title,,Popup Tip,,Solar Bank,,,,
batteryBankTip,,Popup Tip,,"The Battery Bank allows you to power your electrical components. It requires at least one battery, expandable up to six. The maximum energy output is determined by the number of batteries installed and their quality. An externally powered and turned on Battery Bank will recharge its batteries. If there are no batteries installed it acts as a relay pushing power down line. Requires a wire tool to add and cut wires between electrical components.",,,,
batteryBankTip_title,,Popup Tip,,Battery Bank,,,,
paintingTip,,Popup Tip,,Use a paint brush and paint to give your base a custom look. Focus on any paint-able block and use the secondary action to paint a surface and the primary action to erase the paint from a surface. Hold the reload key to see additional painting features and change the desired paint color. Unlock additional paint groups by finding and reading painting books. Creative mode has even more paint features.,,,,
paintingTip_title,,Popup Tip,,Painting,,,,
cameraTip,,Popup Tip,,"If you have an aim-able electrical item such as an auto-turret, motion sensor or spotlight you can set its default aim by opening it, clicking into the camera preview area, holding down your primary action and aiming to the desired position. After this is complete hit escape and exit the component.",,,,
cameraTip_title,,Popup Tip,,Camera,,,,
triggerDelayDurationTip,,Popup Tip,,"If you have a triggering component such as a pressure plate, motion sensor or trip wire you can customize the way it triggers. Open it and you will see control options to manipulate Delay and Duration with a variety of options under each setting. Power duration can be set to a time or triggered which only lasts as long as someone is standing in the trigger zone. There is also an always setting which stays on until it is out of power or reset. There are also options to customize the timing of the triggered event.",,,,
triggerDelayDurationTip_title,,Popup Tip,,Trigger Delay and Duration,,,,
landClaimTip,,Popup Tip,,"A land claim grants a hardness modifier to all blocks in your claim area. This hardness modifier applies to any attacks or damage to blocks by enemy players. When placing a block inside your land claim you will see a placement preview in a green color. You can also pickup and move electrical components and work stations inside your claim. Electrical Items outside of your claim can be cut and wired by strangers. Block placement colors are as follows: Green inside your claim, Yellow inside your friends claim, White everywhere else, Red cannot place block.",,,,
landClaimTip_title,,Popup Tip,,Land Claim,,,,
passthroughTriggeringTip,,Popup Tip,,"Any combination of trigger plates, motion sensors, and trip wires will use Passthrough Triggering. This activates all directly connected trigger components when the Parent is triggered. An example usage of this is surrounding your base with a network of trip wires to sound an alarm.",,,,
passthroughTriggeringTip_title,,Popup Tip,,Passthrough Triggering,,,,
BuildingTip,,Popup Tip,KgNone,"Build Frames and upgrade them to gain more xp in this skill and learn how to craft the used upgrade material from scratch instead of having to scavenge for it. ",,,,
barter_all_offer,,,,"It was good doing business with you, here is your packaged of supplies. Make sure you have room in your bags before you open it.",,,,

